oi_id,quantity,datetime,product_name,product_price
24092,1,2017-12-02 18:34:00,Peshwari Naan,2.95
24093,1,2017-12-02 18:34:00,Pilau Rice,2.95
24094,1,2017-12-02 18:17:00,Pilau Rice,2.95
24095,1,2017-12-02 18:03:00,Keema Naan,2.95
24096,1,2017-12-02 18:03:00,Pilau Rice,2.95
24097,1,2017-12-02 18:03:00,Coke 1.5 ltr,2.95
24098,1,2017-12-02 18:02:00,Keema Naan,2.95
24099,1,2017-12-02 18:02:00,Kulcha Naan,2.95
24100,1,2017-12-02 17:49:00,Plain Rice,2.95
24101,1,2017-12-02 17:38:00,Keema Naan,2.95
24102,1,2017-12-02 17:38:00,Raitha,2.95
24103,1,2017-12-02 17:38:00,Green Salad,2.95
24104,1,2017-12-01 22:33:00,Pilau Rice,2.95
24105,1,2017-12-01 19:45:00,Pilau Rice,2.95
24106,1,2017-12-01 19:45:00,Garlic Naan,2.95
24107,1,2017-12-01 19:42:00,Pilau Rice,2.95
24108,2,2017-12-01 18:14:00,Garlic Naan,2.95
24109,1,2017-12-01 18:14:00,Diet Coke 1.5 ltr,2.95
24110,2,2017-12-01 18:14:00,Pilau Rice,2.95
24111,1,2017-12-01 16:48:00,Garlic Naan,2.95
24112,1,2017-12-01 12:43:00,Pilau Rice,2.95
24113,1,2017-11-30 20:02:00,Garlic Naan,2.95
24114,1,2017-11-30 20:02:00,Pilau Rice,2.95
24115,1,2017-11-30 19:20:00,Garlic Naan,2.95
24116,1,2017-11-30 18:39:00,Plain Rice,2.95
24117,1,2017-11-30 18:12:00,Garlic Naan,2.95
24118,2,2017-11-30 16:42:00,Garlic Naan,2.95
24119,1,2017-11-29 22:45:00,Peshwari Naan,2.95
24120,1,2017-11-29 20:39:00,Pilau Rice,2.95
24121,1,2017-11-29 20:39:00,Coke 1.5 ltr,2.95
24122,1,2017-11-29 19:18:00,Pilau Rice,2.95
24123,1,2017-11-29 19:10:00,Plain Rice,2.95
24124,1,2017-11-29 18:44:00,Diet Coke 1.5 ltr,2.95
24125,1,2017-11-28 19:26:00,Pilau Rice,2.95
24126,1,2017-11-28 18:48:00,Plain Rice,2.95
24127,1,2017-11-28 18:48:00,Garlic Naan,2.95
24128,1,2017-11-28 18:48:00,Pilau Rice,2.95
24129,1,2017-11-28 18:48:00,Keema Naan,2.95
24130,1,2017-11-28 17:51:00,Plain Rice,2.95
24131,2,2017-11-27 22:03:00,Pilau Rice,2.95
24132,1,2017-11-27 22:03:00,Garlic Naan,2.95
24133,1,2017-11-27 22:03:00,Peshwari Naan,2.95
24134,1,2017-11-27 20:31:00,Peshwari Naan,2.95
24135,1,2017-11-27 20:31:00,Garlic Naan,2.95
24136,2,2017-11-27 18:32:00,Pilau Rice,2.95
24137,1,2017-11-27 18:32:00,Diet Coke 1.5 ltr,2.95
24138,1,2017-11-27 13:54:00,Diet Coke 1.5 ltr,2.95
24139,1,2017-11-27 13:37:00,Green Salad,2.95
24140,1,2017-11-27 13:37:00,Plain Rice,2.95
24141,3,2017-11-26 22:27:00,Plain Rice,2.95
24142,3,2017-11-26 22:27:00,Garlic Naan,2.95
24143,1,2017-11-26 18:50:00,Plain Rice,2.95
24144,1,2017-11-26 18:50:00,Paratha,2.95
24145,1,2017-11-26 18:13:00,Coke 1.5 ltr,2.95
24146,2,2017-11-26 13:14:00,Pilau Rice,2.95
24147,1,2017-11-25 21:32:00,Garlic Naan,2.95
24148,2,2017-11-25 21:32:00,Plain Rice,2.95
24149,1,2017-11-25 21:07:00,Pilau Rice,2.95
24150,3,2017-11-25 21:06:00,Peshwari Naan,2.95
24151,1,2017-11-25 21:06:00,Pilau Rice,2.95
24152,3,2017-11-25 20:08:00,Pilau Rice,2.95
24153,1,2017-11-25 19:58:00,Paratha,2.95
24154,2,2017-11-25 19:27:00,Pilau Rice,2.95
24155,1,2017-11-25 19:27:00,Peshwari Naan,2.95
24156,1,2017-11-25 19:10:00,Plain Rice,2.95
24157,1,2017-11-25 19:10:00,Pilau Rice,2.95
24158,1,2017-11-25 19:01:00,Pilau Rice,2.95
24159,1,2017-11-25 19:01:00,Onion Naan,2.95
24160,2,2017-11-25 18:53:00,Garlic Naan,2.95
24161,3,2017-11-25 18:52:00,Pilau Rice,2.95
24162,1,2017-11-25 18:51:00,Plain Rice,2.95
24163,1,2017-11-25 18:52:00,Plain Rice,2.95
24164,1,2017-11-25 18:39:00,Pilau Rice,2.95
24165,3,2017-11-25 18:11:00,Garlic Naan,2.95
24166,1,2017-11-25 18:11:00,Pilau Rice,2.95
24167,1,2017-11-25 17:45:00,Peshwari Naan,2.95
24168,1,2017-11-25 17:17:00,Garlic Naan,2.95
24169,1,2017-11-25 16:55:00,Plain Rice,2.95
24170,1,2017-11-25 16:55:00,Garlic Naan,2.95
24171,1,2017-11-25 16:52:00,Peshwari Naan,2.95
24172,1,2017-11-25 16:52:00,Pilau Rice,2.95
24173,1,2017-11-25 16:47:00,Plain Rice,2.95
24174,1,2017-11-25 16:47:00,Garlic Naan,2.95
24175,2,2017-11-25 16:42:00,Pilau Rice,2.95
24176,1,2017-11-25 16:41:00,Plain Rice,2.95
24177,2,2017-11-25 16:41:00,Garlic Naan,2.95
24178,1,2017-11-25 14:18:00,Keema Naan,2.95
24179,1,2017-11-24 20:26:00,Garlic Naan,2.95
24180,1,2017-11-24 20:26:00,Peshwari Naan,2.95
24181,1,2017-11-24 20:14:00,Plain Rice,2.95
24182,2,2017-11-24 19:53:00,Pilau Rice,2.95
24183,1,2017-11-24 19:41:00,Paratha,2.95
24184,1,2017-11-24 19:41:00,Plain Rice,2.95
24185,2,2017-11-24 19:21:00,Pilau Rice,2.95
24186,2,2017-11-24 18:49:00,Pilau Rice,2.95
24187,1,2017-11-24 18:17:00,Pilau Rice,2.95
24188,1,2017-11-24 18:02:00,Paratha,2.95
24189,2,2017-11-24 17:45:00,Peshwari Naan,2.95
24190,1,2017-11-24 17:45:00,Pilau Rice,2.95
24191,1,2017-11-24 17:14:00,Garlic Naan,2.95
24192,3,2017-11-24 17:14:00,Pilau Rice,2.95
24193,1,2017-11-23 19:34:00,Keema Naan,2.95
24194,1,2017-11-23 19:30:00,Keema Naan,2.95
24195,1,2017-11-23 19:11:00,Pilau Rice,2.95
24196,2,2017-11-23 17:40:00,Pilau Rice,2.95
24197,1,2017-11-23 17:37:00,Garlic Naan,2.95
24198,1,2017-11-23 17:37:00,Keema Naan,2.95
24199,1,2017-11-23 17:37:00,Pilau Rice,2.95
24200,1,2017-11-23 17:34:00,Garlic Naan,2.95
24201,1,2017-11-23 17:34:00,Keema Naan,2.95
24202,1,2017-11-23 17:34:00,Pilau Rice,2.95
24203,1,2017-11-23 17:03:00,Pilau Rice,2.95
24204,1,2017-11-23 17:03:00,Garlic Naan,2.95
24205,1,2017-11-23 17:03:00,Onion Naan,2.95
24206,1,2017-11-22 20:06:00,Paratha,2.95
24207,1,2017-11-22 19:58:00,Peshwari Naan,2.95
24208,1,2017-11-22 19:21:00,Keema Naan,2.95
24209,2,2017-11-22 19:10:00,Garlic Naan,2.95
24210,2,2017-11-22 18:24:00,Pilau Rice,2.95
24211,1,2017-11-22 18:24:00,Lemonade 1.5 ltr,2.95
24212,1,2017-11-22 17:36:00,Pilau Rice,2.95
24213,1,2017-11-22 17:36:00,Keema Naan,2.95
24214,1,2017-11-22 17:07:00,Keema Naan,2.95
24215,1,2017-11-22 12:33:00,Diet Coke 1.5 ltr,2.95
24216,1,2017-11-21 21:26:00,Plain Rice,2.95
24217,2,2017-11-21 20:45:00,Peshwari Naan,2.95
24218,1,2017-11-21 19:45:00,Pilau Rice,2.95
24219,1,2017-11-21 19:31:00,Plain Rice,2.95
24220,1,2017-11-21 19:31:00,Garlic Naan,2.95
24221,1,2017-11-21 19:31:00,Peshwari Naan,2.95
24222,1,2017-11-21 19:24:00,Pilau Rice,2.95
24223,2,2017-11-20 20:01:00,Garlic Naan,2.95
24224,1,2017-11-20 18:05:00,Plain Rice,2.95
24225,1,2017-11-20 18:00:00,Plain Rice,2.95
24226,1,2017-11-19 21:07:00,Garlic Naan,2.95
24227,1,2017-11-19 19:51:00,Plain Rice,2.95
24228,2,2017-11-19 19:24:00,Garlic Naan,2.95
24229,1,2017-11-19 18:43:00,Garlic Naan,2.95
24230,1,2017-11-19 17:59:00,Pilau Rice,2.95
24231,1,2017-11-19 17:59:00,Garlic Naan,2.95
24232,1,2017-11-19 17:53:00,Pilau Rice,2.95
24233,1,2017-11-19 17:53:00,Keema Naan,2.95
24234,1,2017-11-19 13:20:00,Peshwari Naan,2.95
24235,1,2017-11-19 13:20:00,Garlic Naan,2.95
24236,2,2017-11-19 13:08:00,Plain Rice,2.95
24237,1,2017-11-18 21:53:00,Plain Rice,2.95
24238,1,2017-11-18 19:52:00,Keema Naan,2.95
24239,1,2017-11-18 19:52:00,Pilau Rice,2.95
24240,1,2017-11-18 19:24:00,Keema Naan,2.95
24241,1,2017-11-18 19:06:00,Plain Rice,2.95
24242,1,2017-11-18 19:06:00,Lemonade 1.5 ltr,2.95
24243,2,2017-11-18 18:58:00,Kulcha Naan,2.95
24244,1,2017-11-18 18:41:00,Pilau Rice,2.95
24245,1,2017-11-18 18:16:00,Peshwari Naan,2.95
24246,1,2017-11-18 18:16:00,Pilau Rice,2.95
24247,2,2017-11-18 18:15:00,Plain Rice,2.95
24248,2,2017-11-18 18:08:00,Garlic Naan,2.95
24249,1,2017-11-18 18:08:00,Pilau Rice,2.95
24250,2,2017-11-18 18:08:00,Plain Rice,2.95
24251,2,2017-11-18 18:05:00,Plain Rice,2.95
24252,2,2017-11-18 18:04:00,Garlic Naan,2.95
24253,1,2017-11-18 18:04:00,Pilau Rice,2.95
24254,1,2017-11-18 17:51:00,Pilau Rice,2.95
24255,1,2017-11-18 17:51:00,Peshwari Naan,2.95
24256,1,2017-11-18 17:32:00,Pilau Rice,2.95
24257,1,2017-11-18 17:16:00,Pilau Rice,2.95
24258,1,2017-11-18 17:04:00,Peshwari Naan,2.95
24259,1,2017-11-17 21:35:00,Pilau Rice,2.95
24260,1,2017-11-17 20:52:00,Garlic Naan,2.95
24261,1,2017-11-17 20:27:00,Pilau Rice,2.95
24262,2,2017-11-17 19:40:00,Pilau Rice,2.95
24263,1,2017-11-17 19:40:00,Garlic Naan,2.95
24264,1,2017-11-17 19:37:00,Pilau Rice,2.95
24265,1,2017-11-17 18:41:00,Pilau Rice,2.95
24266,1,2017-11-17 17:59:00,Pilau Rice,2.95
24267,1,2017-11-17 17:35:00,Pilau Rice,2.95
24268,1,2017-11-17 17:15:00,Pilau Rice,2.95
24269,1,2017-11-17 17:00:00,Keema Naan,2.95
24270,2,2017-11-17 16:51:00,Pilau Rice,2.95
24271,2,2017-11-17 11:43:00,Plain Rice,2.95
24272,1,2017-11-16 20:58:00,Garlic Naan,2.95
24273,2,2017-11-16 20:20:00,Garlic Naan,2.95
24274,1,2017-11-16 20:20:00,Kulcha Naan,2.95
24275,1,2017-11-16 18:19:00,Plain Rice,2.95
24276,1,2017-11-16 18:19:00,Pilau Rice,2.95
24277,1,2017-11-16 18:19:00,Peshwari Naan,2.95
24278,1,2017-11-16 18:03:00,Onion Naan,2.95
24279,1,2017-11-16 17:20:00,Garlic Naan,2.95
24280,1,2017-11-16 17:20:00,Plain Rice,2.95
24281,1,2017-11-16 17:20:00,Pilau Rice,2.95
24282,1,2017-11-16 11:27:00,Pilau Rice,2.95
24283,4,2017-11-16 11:27:00,Garlic Naan,2.95
24284,1,2017-11-16 11:27:00,Keema Naan,2.95
24285,1,2017-11-15 18:44:00,Plain Rice,2.95
24286,1,2017-11-15 18:22:00,Garlic Naan,2.95
24287,1,2017-11-15 18:22:00,Plain Rice,2.95
24288,1,2017-11-15 18:18:00,Garlic Naan,2.95
24289,1,2017-11-15 17:42:00,Pilau Rice,2.95
24290,2,2017-11-15 17:35:00,Pilau Rice,2.95
24291,1,2017-11-15 17:35:00,Raitha,2.95
24292,1,2017-11-14 20:41:00,Pilau Rice,2.95
24293,1,2017-11-14 20:17:00,Plain Rice,2.95
24294,1,2017-11-14 19:33:00,Peshwari Naan,2.95
24295,1,2017-11-14 19:33:00,Pilau Rice,2.95
24296,1,2017-11-14 18:55:00,Plain Rice,2.95
24297,1,2017-11-14 18:06:00,Plain Rice,2.95
24298,1,2017-11-14 17:46:00,Pilau Rice,2.95
24299,1,2017-11-14 17:34:00,Keema Naan,2.95
24300,1,2017-11-14 16:39:00,Raitha,2.95
24301,1,2017-11-14 16:39:00,Plain Rice,2.95
24302,1,2017-11-14 16:39:00,Coke 1.5 ltr,2.95
24303,2,2017-11-13 22:48:00,Pilau Rice,2.95
24304,2,2017-11-13 19:50:00,Pilau Rice,2.95
24305,1,2017-11-13 19:50:00,Coke 1.5 ltr,2.95
24306,1,2017-11-13 19:24:00,Peshwari Naan,2.95
24307,1,2017-11-13 19:24:00,Pilau Rice,2.95
24308,1,2017-11-13 18:26:00,Pilau Rice,2.95
24309,1,2017-11-13 18:17:00,Pilau Rice,2.95
24310,1,2017-11-13 18:17:00,Keema Naan,2.95
24311,1,2017-11-13 18:05:00,Pilau Rice,2.95
24312,1,2017-11-13 18:04:00,Onion Naan,2.95
24313,1,2017-11-13 18:04:00,Paratha,2.95
24314,1,2017-11-12 19:33:00,Garlic Naan,2.95
24315,1,2017-11-12 17:15:00,Plain Rice,2.95
24316,1,2017-11-12 17:07:00,Peshwari Naan,2.95
24317,1,2017-11-12 17:07:00,Plain Rice,2.95
24318,2,2017-11-11 21:08:00,Garlic Naan,2.95
24319,2,2017-11-11 19:46:00,Garlic Naan,2.95
24320,1,2017-11-11 19:46:00,Keema Naan,2.95
24321,3,2017-11-11 19:46:00,Pilau Rice,2.95
24322,1,2017-11-11 19:40:00,Plain Rice,2.95
24323,1,2017-11-11 19:24:00,Peshwari Naan,2.95
24324,1,2017-11-11 19:24:00,Diet Coke 1.5 ltr,2.95
24325,1,2017-11-11 19:19:00,Raitha,2.95
24326,1,2017-11-11 18:59:00,Paratha,2.95
24327,2,2017-11-11 18:59:00,Pilau Rice,2.95
24328,1,2017-11-11 18:57:00,Pilau Rice,2.95
24329,1,2017-11-11 18:39:00,Pilau Rice,2.95
24330,1,2017-11-11 18:38:00,Paratha,2.95
24331,1,2017-11-11 18:38:00,Plain Rice,2.95
24332,2,2017-11-11 18:34:00,Paratha,2.95
24333,3,2017-11-11 18:34:00,Plain Rice,2.95
24334,1,2017-11-11 18:22:00,Plain Rice,2.95
24335,1,2017-11-11 18:22:00,Pilau Rice,2.95
24336,1,2017-11-11 18:19:00,Pilau Rice,2.95
24337,1,2017-11-11 18:19:00,Keema Naan,2.95
24338,1,2017-11-11 18:11:00,Garlic Naan,2.95
24339,1,2017-11-11 18:04:00,Garlic Naan,2.95
24340,1,2017-11-11 18:01:00,Plain Rice,2.95
24341,2,2017-11-11 17:48:00,Pilau Rice,2.95
24342,1,2017-11-11 17:31:00,Plain Rice,2.95
24343,1,2017-11-11 17:31:00,Pilau Rice,2.95
24344,1,2017-11-11 17:07:00,Garlic Naan,2.95
24345,1,2017-11-11 16:33:00,Peshwari Naan,2.95
24346,1,2017-11-10 21:52:00,Garlic Naan,2.95
24347,1,2017-11-10 20:04:00,Raitha,2.95
24348,1,2017-11-10 20:04:00,Kulcha Naan,2.95
24349,1,2017-11-10 20:04:00,Onion Naan,2.95
24350,1,2017-11-10 19:42:00,Pilau Rice,2.95
24351,1,2017-11-10 19:18:00,Garlic Naan,2.95
24352,1,2017-11-10 19:18:00,Keema Naan,2.95
24353,1,2017-11-10 19:18:00,Plain Rice,2.95
24354,1,2017-11-10 18:57:00,Pilau Rice,2.95
24355,1,2017-11-10 18:57:00,Keema Naan,2.95
24356,1,2017-11-10 18:19:00,Plain Rice,2.95
24357,1,2017-11-10 18:19:00,Garlic Naan,2.95
24358,1,2017-11-10 18:08:00,Plain Rice,2.95
24359,1,2017-11-10 18:08:00,Pilau Rice,2.95
24360,1,2017-11-10 18:08:00,Garlic Naan,2.95
24361,1,2017-11-10 18:05:00,Keema Naan,2.95
24362,1,2017-11-10 18:02:00,Keema Naan,2.95
24363,2,2017-11-10 18:02:00,Pilau Rice,2.95
24364,2,2017-11-10 17:46:00,Pilau Rice,2.95
24365,1,2017-11-10 17:46:00,Plain Rice,2.95
24366,1,2017-11-10 17:46:00,Peshwari Naan,2.95
24367,2,2017-11-10 15:44:00,Garlic Naan,2.95
24368,1,2017-11-09 18:04:00,Pilau Rice,2.95
24369,1,2017-11-09 17:31:00,Garlic Naan,2.95
24370,1,2017-11-09 17:31:00,Pilau Rice,2.95
24371,1,2017-11-09 11:21:00,Garlic Naan,2.95
24372,1,2017-11-09 11:21:00,Plain Rice,2.95
24373,1,2017-11-08 21:12:00,Raitha,2.95
24374,1,2017-11-08 20:22:00,Coke 1.5 ltr,2.95
24375,1,2017-11-08 18:39:00,Garlic Naan,2.95
24376,2,2017-11-08 18:39:00,Pilau Rice,2.95
24377,2,2017-11-08 18:39:00,Plain Rice,2.95
24378,1,2017-11-08 15:48:00,Pilau Rice,2.95
24379,1,2017-11-08 15:11:00,Pilau Rice,2.95
24380,1,2017-11-08 12:30:00,Pilau Rice,2.95
24381,2,2017-11-07 20:50:00,Pilau Rice,2.95
24382,1,2017-11-07 19:18:00,Pilau Rice,2.95
24383,1,2017-11-07 17:38:00,Pilau Rice,2.95
24384,2,2017-11-06 19:00:00,Garlic Naan,2.95
24385,2,2017-11-06 18:30:00,Pilau Rice,2.95
24386,1,2017-11-06 18:30:00,Peshwari Naan,2.95
24387,2,2017-11-06 17:27:00,Plain Rice,2.95
24388,2,2017-11-06 17:15:00,Garlic Naan,2.95
24389,1,2017-11-06 11:50:00,Pilau Rice,2.95
24390,1,2017-11-06 11:41:00,Pilau Rice,2.95
24391,2,2017-11-05 19:07:00,Garlic Naan,2.95
24392,3,2017-11-05 19:07:00,Pilau Rice,2.95
24393,1,2017-11-05 19:04:00,Plain Rice,2.95
24394,1,2017-11-05 19:04:00,Keema Naan,2.95
24395,2,2017-11-05 18:59:00,Paratha,2.95
24396,1,2017-11-05 18:38:00,Peshwari Naan,2.95
24397,1,2017-11-05 18:17:00,Raitha,2.95
24398,1,2017-11-05 18:17:00,Garlic Naan,2.95
24399,1,2017-11-05 17:51:00,Pilau Rice,2.95
24400,1,2017-11-04 20:19:00,Pilau Rice,2.95
24401,1,2017-11-04 19:59:00,Pilau Rice,2.95
24402,1,2017-11-04 19:46:00,Plain Rice,2.95
24403,1,2017-11-04 19:46:00,Paratha,2.95
24404,1,2017-11-04 19:23:00,Pilau Rice,2.95
24405,1,2017-11-04 19:23:00,Paratha,2.95
24406,1,2017-11-04 19:23:00,Keema Naan,2.95
24407,1,2017-11-04 19:23:00,Pilau Rice,2.95
24408,1,2017-11-04 19:23:00,Plain Rice,2.95
24409,1,2017-11-04 19:14:00,Peshwari Naan,2.95
24410,1,2017-11-04 19:08:00,Peshwari Naan,2.95
24411,1,2017-11-04 18:27:00,Pilau Rice,2.95
24412,1,2017-11-04 18:09:00,Coke 1.5 ltr,2.95
24413,1,2017-11-04 18:04:00,Pilau Rice,2.95
24414,1,2017-11-04 18:04:00,Garlic Naan,2.95
24415,1,2017-11-04 17:56:00,Pilau Rice,2.95
24416,1,2017-11-03 22:21:00,Keema Naan,2.95
24417,1,2017-11-03 19:24:00,Peshwari Naan,2.95
24418,1,2017-11-03 19:24:00,Plain Rice,2.95
24419,1,2017-11-03 19:23:00,Plain Rice,2.95
24420,1,2017-11-03 19:20:00,Garlic Naan,2.95
24421,3,2017-11-03 19:20:00,Pilau Rice,2.95
24422,1,2017-11-03 19:16:00,Pilau Rice,2.95
24423,1,2017-11-03 19:16:00,Garlic Naan,2.95
24424,1,2017-11-03 18:38:00,Peshwari Naan,2.95
24425,1,2017-11-03 18:36:00,Raitha,2.95
24426,1,2017-11-03 18:36:00,Garlic Naan,2.95
24427,1,2017-11-03 18:36:00,Lemonade 1.5 ltr,2.95
24428,2,2017-11-03 18:31:00,Pilau Rice,2.95
24429,1,2017-11-03 18:31:00,Garlic Naan,2.95
24430,1,2017-11-03 18:19:00,Pilau Rice,2.95
24431,2,2017-11-03 17:26:00,Plain Rice,2.95
24432,1,2017-11-03 17:26:00,Lemonade 1.5 ltr,2.95
24433,1,2017-11-02 20:43:00,Paratha,2.95
24434,1,2017-11-02 20:43:00,Pilau Rice,2.95
24435,1,2017-11-02 19:57:00,Garlic Naan,2.95
24436,1,2017-11-02 18:31:00,Plain Rice,2.95
24437,1,2017-11-02 17:59:00,Onion Naan,2.95
24438,1,2017-11-02 17:59:00,Green Salad,2.95
24439,1,2017-11-02 12:15:00,Plain Rice,2.95
24440,1,2017-11-01 21:39:00,Green Salad,2.95
24441,1,2017-11-01 18:51:00,Peshwari Naan,2.95
24442,5,2017-11-01 18:02:00,Garlic Naan,2.95
24443,1,2017-11-01 17:47:00,Pilau Rice,2.95
24444,1,2017-11-01 17:35:00,Pilau Rice,2.95
24445,1,2017-10-31 21:35:00,Keema Naan,2.95
24446,1,2017-10-31 21:35:00,Pilau Rice,2.95
24447,1,2017-10-31 21:32:00,Keema Naan,2.95
24448,1,2017-10-31 21:32:00,Pilau Rice,2.95
24449,1,2017-10-31 20:38:00,Garlic Naan,2.95
24450,1,2017-10-31 20:38:00,Plain Rice,2.95
24451,2,2017-10-31 20:38:00,Coke 1.5 ltr,2.95
24452,1,2017-10-31 19:03:00,Plain Rice,2.95
24453,1,2017-10-31 19:03:00,Pilau Rice,2.95
24454,4,2017-10-31 18:52:00,Pilau Rice,2.95
24455,4,2017-10-31 18:52:00,Keema Naan,2.95
24456,1,2017-10-31 18:28:00,Raitha,2.95
24457,1,2017-10-31 18:28:00,Pilau Rice,2.95
24458,1,2017-10-31 17:56:00,Pilau Rice,2.95
24459,1,2017-10-30 22:28:00,Diet Coke 1.5 ltr,2.95
24460,1,2017-10-30 17:58:00,Peshwari Naan,2.95
24461,2,2017-10-30 17:20:00,Pilau Rice,2.95
24462,1,2017-10-30 17:20:00,Peshwari Naan,2.95
24463,1,2017-10-30 10:01:00,Paratha,2.95
24464,1,2017-10-30 10:01:00,Coke 1.5 ltr,2.95
24465,1,2017-10-29 20:55:00,Diet Coke 1.5 ltr,2.95
24466,1,2017-10-29 18:58:00,Plain Rice,2.95
24467,1,2017-10-29 18:58:00,Keema Naan,2.95
24468,1,2017-10-29 18:30:00,Peshwari Naan,2.95
24469,1,2017-10-29 18:30:00,Pilau Rice,2.95
24470,1,2017-10-29 18:03:00,Peshwari Naan,2.95
24471,1,2017-10-29 17:50:00,Plain Rice,2.95
24472,1,2017-10-29 17:11:00,Pilau Rice,2.95
24473,1,2017-10-29 17:01:00,Pilau Rice,2.95
24474,1,2017-10-28 20:40:00,Pilau Rice,2.95
24475,1,2017-10-28 20:05:00,Plain Rice,2.95
24476,1,2017-10-28 19:44:00,Plain Rice,2.95
24477,1,2017-10-28 19:44:00,Garlic Naan,2.95
24478,1,2017-10-28 19:38:00,Plain Rice,2.95
24479,1,2017-10-28 19:28:00,Plain Rice,2.95
24480,2,2017-10-28 18:41:00,Pilau Rice,2.95
24481,1,2017-10-28 18:41:00,Garlic Naan,2.95
24482,1,2017-10-28 18:21:00,Kulcha Naan,2.95
24483,1,2017-10-28 18:21:00,Pilau Rice,2.95
24484,1,2017-10-28 17:56:00,Keema Naan,2.95
24485,1,2017-10-28 17:56:00,Pilau Rice,2.95
24486,1,2017-10-28 17:56:00,Pilau Rice,2.95
24487,4,2017-10-28 17:34:00,Plain Rice,2.95
24488,2,2017-10-28 17:34:00,Garlic Naan,2.95
24489,1,2017-10-27 22:20:00,Garlic Naan,2.95
24490,1,2017-10-27 20:22:00,Plain Rice,2.95
24491,1,2017-10-27 20:22:00,Lemonade 1.5 ltr,2.95
24492,1,2017-10-27 20:05:00,Pilau Rice,2.95
24493,1,2017-10-27 20:06:00,Pilau Rice,2.95
24494,1,2017-10-27 19:55:00,Pilau Rice,2.95
24495,1,2017-10-27 19:55:00,Garlic Naan,2.95
24496,1,2017-10-27 19:55:00,Keema Naan,2.95
24497,1,2017-10-27 19:20:00,Plain Rice,2.95
24498,2,2017-10-27 19:17:00,Keema Naan,2.95
24499,1,2017-10-27 19:17:00,Garlic Naan,2.95
24500,2,2017-10-27 19:17:00,Pilau Rice,2.95
24501,1,2017-10-27 18:54:00,Peshwari Naan,2.95
24502,1,2017-10-27 18:37:00,Pilau Rice,2.95
24503,1,2017-10-27 18:36:00,Garlic Naan,2.95
24504,1,2017-10-27 18:36:00,Peshwari Naan,2.95
24505,1,2017-10-27 18:36:00,Pilau Rice,2.95
24506,1,2017-10-27 18:30:00,Plain Rice,2.95
24507,1,2017-10-27 18:30:00,Pilau Rice,2.95
24508,1,2017-10-27 18:30:00,Garlic Naan,2.95
24509,1,2017-10-27 17:32:00,Peshwari Naan,2.95
24510,1,2017-10-27 17:31:00,Plain Rice,2.95
24511,1,2017-10-27 17:31:00,Peshwari Naan,2.95
24512,1,2017-10-27 17:16:00,Pilau Rice,2.95
24513,1,2017-10-27 17:16:00,Paratha,2.95
24514,1,2017-10-27 17:14:00,Pilau Rice,2.95
24515,1,2017-10-26 19:13:00,Peshwari Naan,2.95
24516,1,2017-10-26 18:59:00,Pilau Rice,2.95
24517,1,2017-10-26 18:45:00,Pilau Rice,2.95
24518,1,2017-10-26 18:46:00,Keema Naan,2.95
24519,2,2017-10-26 18:46:00,Pilau Rice,2.95
24520,2,2017-10-26 17:09:00,Pilau Rice,2.95
24521,2,2017-10-25 20:41:00,Plain Rice,2.95
24522,1,2017-10-25 20:07:00,Plain Rice,2.95
24523,1,2017-10-25 19:09:00,Garlic Naan,2.95
24524,1,2017-10-25 19:09:00,Pilau Rice,2.95
24525,1,2017-10-25 18:56:00,Pilau Rice,2.95
24526,1,2017-10-25 18:07:00,Garlic Naan,2.95
24527,1,2017-10-25 18:07:00,Pilau Rice,2.95
24528,1,2017-10-25 17:50:00,Garlic Naan,2.95
24529,1,2017-10-25 17:50:00,Pilau Rice,2.95
24530,1,2017-10-24 20:05:00,Garlic Naan,2.95
24531,1,2017-10-24 19:39:00,Pilau Rice,2.95
24532,1,2017-10-24 18:37:00,Pilau Rice,2.95
24533,1,2017-10-24 18:37:00,Garlic Naan,2.95
24534,1,2017-10-24 18:17:00,Keema Naan,2.95
24535,1,2017-10-24 18:17:00,Onion Naan,2.95
24536,1,2017-10-24 18:17:00,Pilau Rice,2.95
24537,4,2017-10-23 20:59:00,Pilau Rice,2.95
24538,1,2017-10-23 20:59:00,Peshwari Naan,2.95
24539,1,2017-10-23 19:36:00,Peshwari Naan,2.95
24540,2,2017-10-23 19:08:00,Garlic Naan,2.95
24541,1,2017-10-23 18:40:00,Garlic Naan,2.95
24542,1,2017-10-23 16:18:00,Pilau Rice,2.95
24543,1,2017-10-22 18:33:00,Peshwari Naan,2.95
24544,1,2017-10-22 18:33:00,Diet Coke 1.5 ltr,2.95
24545,1,2017-10-22 18:33:00,Pilau Rice,2.95
24546,1,2017-10-22 17:46:00,Pilau Rice,2.95
24547,1,2017-10-22 17:46:00,Garlic Naan,2.95
24548,1,2017-10-22 17:46:00,Raitha,2.95
24549,1,2017-10-22 17:31:00,Peshwari Naan,2.95
24550,1,2017-10-22 17:26:00,Peshwari Naan,2.95
24551,1,2017-10-21 19:34:00,Garlic Naan,2.95
24552,1,2017-10-21 18:58:00,Garlic Naan,2.95
24553,1,2017-10-21 18:33:00,Plain Rice,2.95
24554,2,2017-10-21 18:33:00,Garlic Naan,2.95
24555,1,2017-10-21 18:33:00,Keema Naan,2.95
24556,2,2017-10-21 18:27:00,Garlic Naan,2.95
24557,1,2017-10-21 18:27:00,Keema Naan,2.95
