id,datetime,name,quantity,price
7259,2018-11-03 18:56:00,Plain Papadum,2,0.8
7260,2018-11-03 18:44:00,Plain Papadum,2,0.8
7261,2018-11-03 18:09:00,Plain Papadum,8,0.8
7262,2018-11-03 17:44:00,Plain Papadum,4,0.8
7263,2018-11-03 17:22:00,Plain Papadum,3,0.8
7264,2018-11-03 17:22:00,Spicy Papadum,2,0.8
7265,2018-11-03 15:59:00,Plain Papadum,2,0.8
7266,2018-11-02 19:53:00,Plain Papadum,2,0.8
7267,2018-11-02 19:22:00,Plain Papadum,1,0.8
7268,2018-11-02 18:16:00,Plain Papadum,2,0.8
7269,2018-11-02 18:08:00,Plain Papadum,2,0.8
7270,2018-11-02 17:53:00,Plain Papadum,1,0.8
7271,2018-11-02 16:53:00,Plain Papadum,3,0.8
7272,2018-11-01 19:21:00,Plain Papadum,4,0.8
7273,2018-10-31 19:24:00,Plain Papadum,4,0.8
7274,2018-10-31 18:11:00,Plain Papadum,3,0.8
7275,2018-10-31 12:14:00,Plain Papadum,1,0.8
7276,2018-10-30 19:24:00,Plain Papadum,2,0.8
7277,2018-10-28 19:40:00,Plain Papadum,3,0.8
7278,2018-10-28 19:40:00,Plain Papadum,4,0.8
7279,2018-10-28 18:16:00,Spicy Papadum,2,0.8
7280,2018-10-28 18:16:00,Plain Papadum,3,0.8
7281,2018-10-28 18:01:00,Plain Papadum,4,0.8
7282,2018-10-28 15:04:00,Plain Papadum,6,0.8
7283,2018-10-27 21:49:00,Plain Papadum,1,0.8
7284,2018-10-27 21:38:00,Spicy Papadum,4,0.8
7285,2018-10-27 18:35:00,Plain Papadum,1,0.8
7286,2018-10-27 18:35:00,Spicy Papadum,1,0.8
7287,2018-10-27 18:34:00,Plain Papadum,2,0.8
7288,2018-10-27 17:46:00,Plain Papadum,2,0.8
7289,2018-10-27 17:43:00,Plain Papadum,4,0.8
7290,2018-10-27 17:19:00,Plain Papadum,2,0.8
7291,2018-10-27 15:58:00,Plain Papadum,2,0.8
7292,2018-10-26 20:22:00,Plain Papadum,2,0.8
7293,2018-10-26 20:06:00,Plain Papadum,2,0.8
7294,2018-10-26 19:52:00,Plain Papadum,6,0.8
7295,2018-10-26 19:44:00,Plain Papadum,2,0.8
7296,2018-10-26 19:21:00,Plain Papadum,1,0.8
7297,2018-10-26 19:04:00,Plain Papadum,4,0.8
7298,2018-10-26 19:03:00,Plain Papadum,1,0.8
7299,2018-10-26 17:24:00,Plain Papadum,2,0.8
7300,2018-10-25 17:43:00,Plain Papadum,4,0.8
7301,2018-10-24 20:24:00,Plain Papadum,2,0.8
7302,2018-10-24 17:43:00,Plain Papadum,1,0.8
7303,2018-10-24 13:00:00,Spicy Papadum,2,0.8
7304,2018-10-23 18:56:00,Plain Papadum,2,0.8
7305,2018-10-23 14:44:00,Plain Papadum,1,0.8
7306,2018-10-22 19:20:00,Plain Papadum,2,0.8
7307,2018-10-21 18:13:00,Plain Papadum,2,0.8
7308,2018-10-21 11:35:00,Plain Papadum,3,0.8
7309,2018-10-20 19:53:00,Plain Papadum,7,0.8
7310,2018-10-20 19:34:00,Plain Papadum,1,0.8
7311,2018-10-20 19:27:00,Plain Papadum,1,0.8
7312,2018-10-20 19:16:00,Plain Papadum,1,0.8
7313,2018-10-20 19:04:00,Plain Papadum,2,0.8
7314,2018-10-20 18:58:00,Plain Papadum,4,0.8
7315,2018-10-20 18:40:00,Plain Papadum,2,0.8
7316,2018-10-20 18:39:00,Plain Papadum,2,0.8
7317,2018-10-20 17:54:00,Plain Papadum,4,0.8
7318,2018-10-20 17:50:00,Plain Papadum,7,0.8
7319,2018-10-20 17:31:00,Plain Papadum,4,0.8
7320,2018-10-20 17:30:00,Plain Papadum,6,0.8
7321,2018-10-19 20:06:00,Plain Papadum,12,0.8
7322,2018-10-19 19:21:00,Plain Papadum,3,0.8
7323,2018-10-19 19:19:00,Plain Papadum,3,0.8
7324,2018-10-19 19:03:00,Plain Papadum,5,0.8
7325,2018-10-19 19:02:00,Plain Papadum,2,0.8
7326,2018-10-19 18:36:00,Plain Papadum,4,0.8
7327,2018-10-19 18:31:00,Plain Papadum,3,0.8
7328,2018-10-19 18:31:00,Plain Papadum,1,0.8
7329,2018-10-19 18:07:00,Plain Papadum,2,0.8
7330,2018-10-19 17:38:00,Plain Papadum,4,0.8
7331,2018-10-19 17:28:00,Plain Papadum,1,0.8
7332,2018-10-19 17:10:00,Plain Papadum,2,0.8
7333,2018-10-19 17:10:00,Spicy Papadum,2,0.8
7334,2018-10-19 13:55:00,Plain Papadum,2,0.8
7335,2018-10-18 20:49:00,Spicy Papadum,2,0.8
7336,2018-10-18 19:03:00,Spicy Papadum,2,0.8
7337,2018-10-18 18:44:00,Plain Papadum,1,0.8
7338,2018-10-18 18:44:00,Spicy Papadum,1,0.8
7339,2018-10-18 17:59:00,Plain Papadum,2,0.8
7340,2018-10-18 17:12:00,Plain Papadum,3,0.8
7341,2018-10-17 18:17:00,Plain Papadum,2,0.8
7342,2018-10-17 17:48:00,Plain Papadum,1,0.8
7343,2018-10-17 17:48:00,Spicy Papadum,1,0.8
7344,2018-10-17 17:44:00,Plain Papadum,2,0.8
7345,2018-10-16 20:38:00,Plain Papadum,6,0.8
7346,2018-10-16 19:44:00,Plain Papadum,3,0.8
7347,2018-10-16 19:36:00,Plain Papadum,4,0.8
7348,2018-10-16 19:19:00,Plain Papadum,3,0.8
7349,2018-10-16 17:39:00,Plain Papadum,1,0.8
7350,2018-10-15 18:29:00,Plain Papadum,3,0.8
7351,2018-10-13 19:17:00,Plain Papadum,3,0.8
7352,2018-10-13 19:03:00,Plain Papadum,3,0.8
7353,2018-10-13 18:51:00,Plain Papadum,1,0.8
7354,2018-10-13 17:48:00,Plain Papadum,3,0.8
7355,2018-10-12 20:16:00,Plain Papadum,2,0.8
7356,2018-10-12 19:19:00,Plain Papadum,4,0.8
7357,2018-10-12 19:14:00,Plain Papadum,1,0.8
7358,2018-10-12 18:53:00,Plain Papadum,3,0.8
7359,2018-10-12 18:40:00,Plain Papadum,3,0.8
7360,2018-10-12 18:17:00,Plain Papadum,2,0.8
7361,2018-10-12 17:37:00,Plain Papadum,2,0.8
7362,2018-10-12 17:21:00,Plain Papadum,3,0.8
7363,2018-10-11 18:24:00,Plain Papadum,3,0.8
7364,2018-10-10 19:49:00,Plain Papadum,3,0.8
7365,2018-10-10 18:47:00,Plain Papadum,1,0.8
7366,2018-10-09 20:33:00,Spicy Papadum,3,0.8
7367,2018-10-09 12:10:00,Plain Papadum,2,0.8
7368,2018-10-07 19:31:00,Plain Papadum,4,0.8
7369,2018-10-07 18:35:00,Plain Papadum,2,0.8
7370,2018-10-07 18:28:00,Plain Papadum,4,0.8
7371,2018-10-07 18:03:00,Plain Papadum,3,0.8
7372,2018-10-06 19:36:00,Plain Papadum,2,0.8
7373,2018-10-06 19:09:00,Plain Papadum,2,0.8
7374,2018-10-06 18:56:00,Plain Papadum,2,0.8
7375,2018-10-06 18:54:00,Plain Papadum,4,0.8
7376,2018-10-06 18:25:00,Plain Papadum,4,0.8
7377,2018-10-06 18:25:00,Plain Papadum,3,0.8
7378,2018-10-06 17:40:00,Plain Papadum,5,0.8
7379,2018-10-06 15:54:00,Plain Papadum,3,0.8
7380,2018-10-05 19:36:00,Plain Papadum,1,0.8
7381,2018-10-05 19:33:00,Plain Papadum,4,0.8
7382,2018-10-05 19:15:00,Plain Papadum,4,0.8
7383,2018-10-05 19:04:00,Plain Papadum,4,0.8
7384,2018-10-05 18:57:00,Plain Papadum,3,0.8
7385,2018-10-05 18:44:00,Plain Papadum,3,0.8
7386,2018-10-05 17:24:00,Plain Papadum,2,0.8
7387,2018-10-04 20:21:00,Spicy Papadum,1,0.8
7388,2018-10-04 17:57:00,Plain Papadum,2,0.8
7389,2018-10-03 20:21:00,Plain Papadum,4,0.8
7390,2018-10-02 20:09:00,Plain Papadum,3,0.8
7391,2018-10-02 19:00:00,Spicy Papadum,1,0.8
7392,2018-10-01 19:21:00,Plain Papadum,4,0.8
7393,2018-10-01 17:53:00,Plain Papadum,2,0.8
7394,2018-09-30 17:51:00,Plain Papadum,2,0.8
7395,2018-09-30 17:33:00,Plain Papadum,1,0.8
7396,2018-09-30 16:12:00,Plain Papadum,2,0.8
7397,2018-09-29 21:26:00,Plain Papadum,4,0.8
7398,2018-09-29 20:04:00,Plain Papadum,4,0.8
7399,2018-09-29 19:26:00,Plain Papadum,2,0.8
7400,2018-09-29 19:23:00,Plain Papadum,2,0.8
7401,2018-09-29 18:53:00,Plain Papadum,6,0.8
7402,2018-09-29 18:41:00,Plain Papadum,5,0.8
7403,2018-09-29 18:39:00,Spicy Papadum,2,0.8
7404,2018-09-29 18:39:00,Plain Papadum,1,0.8
7405,2018-09-29 17:50:00,Plain Papadum,4,0.8
7406,2018-09-29 17:50:00,Spicy Papadum,1,0.8
7407,2018-09-29 17:11:00,Plain Papadum,1,0.8
7408,2018-09-29 17:00:00,Plain Papadum,4,0.8
7409,2018-09-28 20:27:00,Plain Papadum,1,0.8
7410,2018-09-28 20:20:00,Plain Papadum,1,0.8
7411,2018-09-28 19:26:00,Plain Papadum,3,0.8
7412,2018-09-28 19:11:00,Plain Papadum,2,0.8
7413,2018-09-28 18:46:00,Plain Papadum,8,0.8
7414,2018-09-28 18:37:00,Plain Papadum,3,0.8
7415,2018-09-28 18:25:00,Plain Papadum,4,0.8
7416,2018-09-27 21:03:00,Spicy Papadum,1,0.8
7417,2018-09-27 19:38:00,Plain Papadum,1,0.8
7418,2018-09-27 18:26:00,Spicy Papadum,1,0.8
7419,2018-09-27 17:06:00,Plain Papadum,2,0.8
7420,2018-09-26 18:06:00,Plain Papadum,2,0.8
7421,2018-09-25 18:21:00,Plain Papadum,1,0.8
7422,2018-09-25 17:48:00,Plain Papadum,3,0.8
7423,2018-09-24 18:06:00,Plain Papadum,7,0.8
7424,2018-09-24 17:58:00,Plain Papadum,4,0.8
7425,2018-09-23 21:39:00,Plain Papadum,1,0.8
7426,2018-09-23 19:58:00,Plain Papadum,2,0.8
7427,2018-09-23 19:29:00,Plain Papadum,2,0.8
7428,2018-09-23 19:12:00,Plain Papadum,2,0.8
7429,2018-09-23 18:29:00,Plain Papadum,2,0.8
7430,2018-09-23 17:55:00,Plain Papadum,3,0.8
7431,2018-09-23 17:39:00,Spicy Papadum,2,0.8
7432,2018-09-22 20:40:00,Plain Papadum,6,0.8
7433,2018-09-22 20:32:00,Plain Papadum,1,0.8
7434,2018-09-22 19:59:00,Plain Papadum,3,0.8
7435,2018-09-22 19:03:00,Plain Papadum,2,0.8
7436,2018-09-22 18:47:00,Plain Papadum,3,0.8
7437,2018-09-22 18:47:00,Spicy Papadum,2,0.8
7438,2018-09-22 18:32:00,Plain Papadum,6,0.8
7439,2018-09-22 18:21:00,Plain Papadum,2,0.8
7440,2018-09-22 17:58:00,Spicy Papadum,2,0.8
7441,2018-09-22 17:58:00,Plain Papadum,2,0.8
7442,2018-09-22 17:45:00,Plain Papadum,3,0.8
7443,2018-09-22 15:29:00,Plain Papadum,1,0.8
7444,2018-09-21 19:34:00,Plain Papadum,2,0.8
7445,2018-09-21 18:52:00,Plain Papadum,3,0.8
7446,2018-09-21 18:09:00,Plain Papadum,3,0.8
7447,2018-09-21 17:58:00,Plain Papadum,3,0.8
7448,2018-09-20 19:31:00,Plain Papadum,4,0.8
7449,2018-09-20 18:49:00,Plain Papadum,3,0.8
7450,2018-09-19 19:04:00,Plain Papadum,2,0.8
7451,2018-09-19 18:46:00,Plain Papadum,3,0.8
7452,2018-09-19 18:24:00,Plain Papadum,6,0.8
7453,2018-09-18 20:27:00,Plain Papadum,2,0.8
7454,2018-09-18 19:31:00,Plain Papadum,6,0.8
7455,2018-09-18 18:50:00,Spicy Papadum,1,0.8
7456,2018-09-18 17:12:00,Plain Papadum,4,0.8
7457,2018-09-18 16:11:00,Plain Papadum,1,0.8
7458,2018-09-17 19:14:00,Plain Papadum,2,0.8
7459,2018-09-17 19:14:00,Spicy Papadum,2,0.8
7460,2018-09-16 19:59:00,Plain Papadum,3,0.8
7461,2018-09-16 19:34:00,Plain Papadum,4,0.8
7462,2018-09-16 19:16:00,Plain Papadum,4,0.8
7463,2018-09-16 18:52:00,Plain Papadum,2,0.8
7464,2018-09-16 18:04:00,Plain Papadum,4,0.8
7465,2018-09-16 17:46:00,Plain Papadum,1,0.8
7466,2018-09-16 17:44:00,Plain Papadum,2,0.8
7467,2018-09-15 19:31:00,Plain Papadum,2,0.8
7468,2018-09-15 19:19:00,Plain Papadum,5,0.8
7469,2018-09-15 19:01:00,Plain Papadum,11,0.8
7470,2018-09-15 19:01:00,Spicy Papadum,1,0.8
7471,2018-09-15 18:32:00,Plain Papadum,3,0.8
7472,2018-09-15 18:26:00,Spicy Papadum,2,0.8
7473,2018-09-15 17:39:00,Plain Papadum,2,0.8
7474,2018-09-15 17:36:00,Plain Papadum,4,0.8
7475,2018-09-15 17:20:00,Plain Papadum,3,0.8
7476,2018-09-15 17:17:00,Plain Papadum,6,0.8
7477,2018-09-14 19:17:00,Plain Papadum,3,0.8
7478,2018-09-14 19:07:00,Plain Papadum,6,0.8
7479,2018-09-14 18:16:00,Plain Papadum,3,0.8
7480,2018-09-14 17:28:00,Plain Papadum,2,0.8
7481,2018-09-14 17:18:00,Plain Papadum,3,0.8
7482,2018-09-14 17:01:00,Plain Papadum,4,0.8
7483,2018-09-13 20:34:00,Plain Papadum,2,0.8
7484,2018-09-13 19:40:00,Plain Papadum,4,0.8
7485,2018-09-13 17:11:00,Plain Papadum,2,0.8
7486,2018-09-11 19:59:00,Plain Papadum,4,0.8
7487,2018-09-11 18:55:00,Plain Papadum,1,0.8
7488,2018-09-11 18:23:00,Plain Papadum,1,0.8
7489,2018-09-11 17:15:00,Plain Papadum,6,0.8
7490,2018-09-10 20:53:00,Spicy Papadum,2,0.8
7491,2018-09-10 20:15:00,Plain Papadum,1,0.8
7492,2018-09-10 18:13:00,Plain Papadum,6,0.8
7493,2018-09-09 19:29:00,Plain Papadum,1,0.8
7494,2018-09-09 18:57:00,Plain Papadum,8,0.8
7495,2018-09-09 18:14:00,Plain Papadum,2,0.8
7496,2018-09-08 22:04:00,Plain Papadum,2,0.8
7497,2018-09-08 21:54:00,Plain Papadum,2,0.8
7498,2018-09-08 19:41:00,Plain Papadum,2,0.8
7499,2018-09-08 19:37:00,Plain Papadum,4,0.8
7500,2018-09-08 19:14:00,Plain Papadum,8,0.8
7501,2018-09-08 18:54:00,Plain Papadum,2,0.8
7502,2018-09-08 18:26:00,Plain Papadum,3,0.8
7503,2018-09-08 18:13:00,Plain Papadum,2,0.8
7504,2018-09-08 17:44:00,Plain Papadum,4,0.8
7505,2018-09-07 20:26:00,Plain Papadum,3,0.8
7506,2018-09-07 19:52:00,Plain Papadum,4,0.8
7507,2018-09-07 19:18:00,Plain Papadum,6,0.8
7508,2018-09-07 18:54:00,Spicy Papadum,1,0.8
7509,2018-09-07 18:51:00,Plain Papadum,3,0.8
7510,2018-09-07 18:45:00,Plain Papadum,2,0.8
7511,2018-09-07 18:06:00,Plain Papadum,3,0.8
7512,2018-09-07 17:55:00,Plain Papadum,2,0.8
7513,2018-09-07 17:45:00,Plain Papadum,4,0.8
7514,2018-09-06 18:39:00,Plain Papadum,1,0.8
7515,2018-09-06 18:10:00,Plain Papadum,2,0.8
7516,2018-09-06 18:05:00,Plain Papadum,1,0.8
7517,2018-09-06 17:29:00,Plain Papadum,4,0.8
7518,2018-09-06 12:03:00,Plain Papadum,1,0.8
7519,2018-09-05 19:47:00,Plain Papadum,4,0.8
7520,2018-09-05 19:39:00,Spicy Papadum,3,0.8
7521,2018-09-05 19:37:00,Plain Papadum,1,0.8
7522,2018-09-05 19:09:00,Plain Papadum,4,0.8
7523,2018-09-05 18:09:00,Plain Papadum,1,0.8
7524,2018-09-05 16:24:00,Plain Papadum,1,0.8
7525,2018-09-04 21:33:00,Plain Papadum,7,0.8
7526,2018-09-04 19:51:00,Plain Papadum,4,0.8
7527,2018-09-02 20:11:00,Plain Papadum,2,0.8
7528,2018-09-02 19:04:00,Plain Papadum,3,0.8
7529,2018-09-01 20:44:00,Spicy Papadum,1,0.8
7530,2018-09-01 20:44:00,Plain Papadum,1,0.8
7531,2018-09-01 19:11:00,Plain Papadum,2,0.8
7532,2018-09-01 18:36:00,Plain Papadum,3,0.8
7533,2018-09-01 18:00:00,Plain Papadum,5,0.8
7534,2018-08-31 20:07:00,Plain Papadum,1,0.8
7535,2018-08-31 20:07:00,Spicy Papadum,1,0.8
7536,2018-08-31 19:33:00,Plain Papadum,1,0.8
7537,2018-08-31 19:19:00,Plain Papadum,1,0.8
7538,2018-08-31 19:10:00,Plain Papadum,3,0.8
7539,2018-08-31 17:39:00,Plain Papadum,2,0.8
7540,2018-08-31 17:23:00,Plain Papadum,3,0.8
7541,2018-08-30 22:23:00,Spicy Papadum,1,0.8
7542,2018-08-30 19:02:00,Plain Papadum,3,0.8
7543,2018-08-29 20:18:00,Plain Papadum,2,0.8
7544,2018-08-29 19:56:00,Spicy Papadum,3,0.8
7545,2018-08-29 19:51:00,Plain Papadum,2,0.8
7546,2018-08-29 19:13:00,Plain Papadum,12,0.8
7547,2018-08-29 18:51:00,Plain Papadum,2,0.8
7548,2018-08-28 19:44:00,Plain Papadum,2,0.8
7549,2018-08-28 19:38:00,Plain Papadum,5,0.8
7550,2018-08-28 18:15:00,Plain Papadum,3,0.8
7551,2018-08-28 18:14:00,Plain Papadum,4,0.8
7552,2018-08-27 20:20:00,Plain Papadum,6,0.8
7553,2018-08-27 19:09:00,Plain Papadum,3,0.8
7554,2018-08-27 17:56:00,Plain Papadum,5,0.8
7555,2018-08-27 17:23:00,Plain Papadum,2,0.8
7556,2018-08-27 12:09:00,Plain Papadum,1,0.8
7557,2018-08-26 21:29:00,Plain Papadum,1,0.8
7558,2018-08-26 20:53:00,Plain Papadum,2,0.8
7559,2018-08-26 18:30:00,Plain Papadum,3,0.8
7560,2018-08-26 16:38:00,Plain Papadum,2,0.8
7561,2018-08-25 21:40:00,Spicy Papadum,2,0.8
7562,2018-08-25 20:06:00,Plain Papadum,6,0.8
7563,2018-08-25 18:58:00,Plain Papadum,2,0.8
7564,2018-08-25 18:53:00,Plain Papadum,5,0.8
7565,2018-08-25 18:20:00,Plain Papadum,4,0.8
7566,2018-08-25 18:12:00,Plain Papadum,3,0.8
7567,2018-08-25 17:04:00,Plain Papadum,2,0.8
7568,2018-08-24 21:10:00,Plain Papadum,1,0.8
7569,2018-08-24 20:48:00,Plain Papadum,3,0.8
7570,2018-08-24 20:40:00,Plain Papadum,3,0.8
7571,2018-08-24 19:45:00,Plain Papadum,3,0.8
7572,2018-08-24 19:17:00,Plain Papadum,2,0.8
7573,2018-08-24 18:48:00,Plain Papadum,2,0.8
7574,2018-08-23 19:16:00,Plain Papadum,4,0.8
7575,2018-08-23 18:18:00,Plain Papadum,3,0.8
7576,2018-08-22 19:44:00,Plain Papadum,1,0.8
7577,2018-08-22 19:15:00,Plain Papadum,4,0.8
7578,2018-08-22 18:08:00,Plain Papadum,1,0.8
7579,2018-08-22 17:53:00,Plain Papadum,4,0.8
7580,2018-08-21 20:04:00,Spicy Papadum,2,0.8
7581,2018-08-21 19:37:00,Plain Papadum,4,0.8
7582,2018-08-21 18:16:00,Plain Papadum,4,0.8
7583,2018-08-20 19:26:00,Plain Papadum,3,0.8
7584,2018-08-20 18:15:00,Plain Papadum,2,0.8
7585,2018-08-20 17:31:00,Plain Papadum,1,0.8
7586,2018-08-19 20:11:00,Plain Papadum,2,0.8
7587,2018-08-19 18:26:00,Plain Papadum,3,0.8
7588,2018-08-19 18:13:00,Plain Papadum,3,0.8
7589,2018-08-19 17:11:00,Plain Papadum,4,0.8
7590,2018-08-19 17:09:00,Plain Papadum,3,0.8
7591,2018-08-19 16:38:00,Plain Papadum,5,0.8
7592,2018-08-19 16:24:00,Plain Papadum,2,0.8
7593,2018-08-18 20:40:00,Plain Papadum,4,0.8
7594,2018-08-18 20:03:00,Plain Papadum,1,0.8
7595,2018-08-18 19:57:00,Plain Papadum,3,0.8
7596,2018-08-18 19:46:00,Plain Papadum,1,0.8
7597,2018-08-18 19:15:00,Plain Papadum,2,0.8
7598,2018-08-18 19:01:00,Spicy Papadum,3,0.8
7599,2018-08-18 18:55:00,Plain Papadum,2,0.8
7600,2018-08-18 18:49:00,Plain Papadum,2,0.8
7601,2018-08-17 22:59:00,Plain Papadum,1,0.8
7602,2018-08-17 20:57:00,Spicy Papadum,3,0.8
7603,2018-08-17 19:38:00,Plain Papadum,2,0.8
7604,2018-08-17 19:25:00,Plain Papadum,1,0.8
7605,2018-08-17 19:10:00,Plain Papadum,2,0.8
7606,2018-08-17 19:07:00,Plain Papadum,5,0.8
7607,2018-08-17 17:18:00,Plain Papadum,5,0.8
7608,2018-08-15 23:00:00,Plain Papadum,1,0.8
7609,2018-08-15 18:04:00,Plain Papadum,2,0.8
7610,2018-08-14 20:04:00,Plain Papadum,5,0.8
7611,2018-08-14 19:27:00,Spicy Papadum,2,0.8
7612,2018-08-12 18:15:00,Plain Papadum,3,0.8
7613,2018-08-12 18:09:00,Spicy Papadum,2,0.8
7614,2018-08-12 17:51:00,Plain Papadum,1,0.8
7615,2018-08-12 17:48:00,Plain Papadum,2,0.8
7616,2018-08-11 19:47:00,Plain Papadum,4,0.8
7617,2018-08-11 19:32:00,Plain Papadum,2,0.8
7618,2018-08-11 19:18:00,Plain Papadum,3,0.8
7619,2018-08-11 19:16:00,Plain Papadum,2,0.8
7620,2018-08-11 17:29:00,Plain Papadum,4,0.8
7621,2018-08-11 17:11:00,Spicy Papadum,2,0.8
7622,2018-08-10 20:43:00,Plain Papadum,2,0.8
7623,2018-08-10 20:17:00,Plain Papadum,2,0.8
7624,2018-08-10 19:08:00,Plain Papadum,10,0.8
7625,2018-08-10 18:53:00,Plain Papadum,3,0.8
7626,2018-08-10 16:44:00,Plain Papadum,4,0.8
7627,2018-08-09 20:16:00,Spicy Papadum,2,0.8
7628,2018-08-09 18:45:00,Plain Papadum,7,0.8
7629,2018-08-08 19:15:00,Plain Papadum,2,0.8
7630,2018-08-08 18:44:00,Plain Papadum,1,0.8
7631,2018-08-08 18:14:00,Plain Papadum,1,0.8
7632,2018-08-07 19:53:00,Plain Papadum,1,0.8
7633,2018-08-07 18:40:00,Plain Papadum,1,0.8
7634,2018-08-05 19:31:00,Plain Papadum,4,0.8
7635,2018-08-05 17:35:00,Plain Papadum,3,0.8
7636,2018-08-05 17:04:00,Plain Papadum,2,0.8
7637,2018-08-05 13:58:00,Plain Papadum,2,0.8
7638,2018-08-04 20:08:00,Plain Papadum,6,0.8
7639,2018-08-04 18:02:00,Plain Papadum,7,0.8
7640,2018-08-04 17:49:00,Plain Papadum,2,0.8
7641,2018-08-04 17:31:00,Plain Papadum,2,0.8
7642,2018-08-03 19:37:00,Plain Papadum,4,0.8
7643,2018-08-03 18:43:00,Plain Papadum,1,0.8
7644,2018-08-03 18:05:00,Plain Papadum,4,0.8
7645,2018-08-02 19:49:00,Plain Papadum,4,0.8
7646,2018-08-02 17:39:00,Plain Papadum,4,0.8
7647,2018-08-01 19:28:00,Plain Papadum,6,0.8
7648,2018-08-01 18:47:00,Plain Papadum,3,0.8
7649,2018-07-31 20:39:00,Plain Papadum,1,0.8
7650,2018-07-31 19:45:00,Plain Papadum,4,0.8
7651,2018-07-31 19:41:00,Plain Papadum,3,0.8
7652,2018-07-31 19:41:00,Spicy Papadum,3,0.8
7653,2018-07-30 20:19:00,Spicy Papadum,3,0.8
7654,2018-07-29 19:30:00,Plain Papadum,1,0.8
7655,2018-07-29 18:34:00,Plain Papadum,3,0.8
7656,2018-07-29 18:12:00,Plain Papadum,3,0.8
7657,2018-07-29 17:58:00,Plain Papadum,3,0.8
7658,2018-07-29 17:37:00,Plain Papadum,3,0.8
7659,2018-07-29 17:19:00,Plain Papadum,2,0.8
7660,2018-07-29 17:05:00,Plain Papadum,2,0.8
7661,2018-07-28 20:31:00,Plain Papadum,2,0.8
7662,2018-07-28 20:01:00,Plain Papadum,2,0.8
7663,2018-07-28 19:36:00,Plain Papadum,4,0.8
7664,2018-07-28 19:34:00,Plain Papadum,3,0.8
7665,2018-07-28 19:07:00,Plain Papadum,2,0.8
7666,2018-07-28 18:36:00,Spicy Papadum,1,0.8
7667,2018-07-28 17:53:00,Plain Papadum,2,0.8
7668,2018-07-28 17:34:00,Plain Papadum,1,0.8
7669,2018-07-27 22:01:00,Plain Papadum,3,0.8
7670,2018-07-27 20:47:00,Plain Papadum,2,0.8
7671,2018-07-27 20:02:00,Plain Papadum,3,0.8
7672,2018-07-27 18:50:00,Plain Papadum,4,0.8
7673,2018-07-27 18:50:00,Spicy Papadum,2,0.8
7674,2018-07-27 17:56:00,Plain Papadum,3,0.8
7675,2018-07-27 17:10:00,Plain Papadum,4,0.8
7676,2018-07-27 13:35:00,Plain Papadum,3,0.8
7677,2018-07-27 13:09:00,Plain Papadum,1,0.8
7678,2018-07-26 21:07:00,Spicy Papadum,2,0.8
7679,2018-07-26 20:26:00,Plain Papadum,6,0.8
7680,2018-07-26 17:47:00,Plain Papadum,3,0.8
7681,2018-07-26 13:49:00,Plain Papadum,1,0.8
7682,2018-07-26 13:49:00,Spicy Papadum,1,0.8
7683,2018-07-25 20:03:00,Plain Papadum,3,0.8
7684,2018-07-25 19:24:00,Plain Papadum,1,0.8
7685,2018-07-24 19:25:00,Plain Papadum,3,0.8
7686,2018-07-24 19:13:00,Plain Papadum,3,0.8
7687,2018-07-24 18:47:00,Plain Papadum,2,0.8
7688,2018-07-24 18:47:00,Spicy Papadum,2,0.8
7689,2018-07-24 17:31:00,Plain Papadum,1,0.8
7690,2018-07-23 20:30:00,Plain Papadum,13,0.8
7691,2018-07-23 18:50:00,Plain Papadum,2,0.8
7692,2018-07-22 19:50:00,Plain Papadum,4,0.8
7693,2018-07-22 19:11:00,Plain Papadum,2,0.8
7694,2018-07-22 18:12:00,Plain Papadum,2,0.8
7695,2018-07-22 17:32:00,Plain Papadum,3,0.8
7696,2018-07-21 21:38:00,Plain Papadum,1,0.8
7697,2018-07-21 20:19:00,Plain Papadum,4,0.8
7698,2018-07-21 18:50:00,Plain Papadum,3,0.8
7699,2018-07-21 18:21:00,Plain Papadum,2,0.8
7700,2018-07-21 18:16:00,Plain Papadum,7,0.8
7701,2018-07-21 18:13:00,Plain Papadum,2,0.8
7702,2018-07-20 21:12:00,Spicy Papadum,2,0.8
7703,2018-07-20 18:26:00,Plain Papadum,4,0.8
7704,2018-07-20 16:44:00,Plain Papadum,2,0.8
7705,2018-07-19 20:14:00,Plain Papadum,2,0.8
7706,2018-07-19 17:20:00,Plain Papadum,1,0.8
7707,2018-07-19 17:20:00,Spicy Papadum,1,0.8
7708,2018-07-18 20:37:00,Plain Papadum,2,0.8
7709,2018-07-18 18:56:00,Plain Papadum,6,0.8
7710,2018-07-18 18:54:00,Plain Papadum,3,0.8
7711,2018-07-18 14:05:00,Spicy Papadum,1,0.8
7712,2018-07-16 20:45:00,Spicy Papadum,2,0.8
7713,2018-07-16 17:16:00,Plain Papadum,4,0.8
7714,2018-07-15 19:39:00,Plain Papadum,6,0.8
7715,2018-07-15 17:49:00,Plain Papadum,4,0.8
7716,2018-07-14 22:59:00,Plain Papadum,2,0.8
7717,2018-07-14 20:08:00,Plain Papadum,6,0.8
7718,2018-07-14 19:54:00,Plain Papadum,1,0.8
7719,2018-07-14 18:55:00,Plain Papadum,6,0.8
7720,2018-07-14 18:52:00,Plain Papadum,4,0.8
7721,2018-07-14 18:46:00,Plain Papadum,2,0.8
7722,2018-07-14 18:44:00,Plain Papadum,6,0.8
